type,adresse,prix,details,description,supplements
Vente Appartement,Paris 18e (75018),430.000 €,3 pièces 2 chambres 44 m² 9.773 € le m²,"Rue Eugène Sûe. Métro Jules Joffrin, appartement 44.01 m2, 3 pièces refait à neuf, 2ème étage, 2 chambres 1 sur rue et 1 sur cour. Carrelage et parquet. Immeuble pierre de taille. Possibilité double séjour. Nombreux rangements. Salle d'eau double wc. Cuisine aménagée. cave saine. copropriété sympa. très bien agencé. Idéal petite famille ou jeune couple. Chauffage et eau chaude gaz de ville.",| Marcadet - Poissonniers| Jules Joffrin| Simplon
Vente Appartement,Saint-Maur-des-Fossés (94100),439.000 €,3 pièces 2 chambres 66 m² 6.652 € le m²,"Dans quartier recherché Diderot, 3 pièces 66m2 à 5 min de la mairie et ses commerces, moins de 10 min RER A le Parc et Saint Maur Créteil, proche de nombreux établissements scolaires.
Coup de cœur garanti pour l'appartement, son ambiance chaleureuse et son quartier. Appartement traversant, très lumineux situé dans une résidence calme et sécurisée au 3ème étage sur 5 avec ascenseur.
Aucune nuisance de la rue qui est à sens unique.
2 appartements par palier.

Le bien se compose d'une entrée avec dégagement et nombreux rangements , d'un salon exposé plein sud avec balcon, vue dégagée et couchers de soleil splendides , de 2 chambres dont une avec beau balcon indépendant, une cuisine séparée, une salle de bain et un toilette séparé. Une cave et un box en parking sous-sol complètent ce bien.
Un local à vélos et poussettes dans la résidence.
Bords de Marne à 2.5kms, square arboré au pied de la résidence.
Travaux de rafraîchissement peinture engagés.
Montant moyen estimé des dépenses annuelles d'énergie de 752 a 1018 euros par an. Année de référence 01/01/2021

Rapport de diagnostic établi le 16 septembre 2022.
Charges trimestrielles de copropriété 990.37 euros. Gaz collectif.
Taxe foncière 1206 euros.
Agences s'abstenir.
Possibilité de visite virtuelle via WhatsApp pour faciliter vos recherches .",| Saint-Maur - Créteil| Le Parc de Saint-Maur| Créteil - L'Échat (Hôpital Henri Mondor)
Vente Appartement,Paris 13e (75013),488.000 €,4 pièces 3 chambres 77 m²,"Appartement 4 pièces 77m². Au 1e (entre sol) sur 31 étage sans ascenseur.

Refait à neuf

Belle résidence 1970, proximité immédiate écoles, transports, et commerces. Accès par badge.
PC Sécurité 24h/24 7j/7.
Parties communes propres.
Situé sur l' Avenue d'Ivry, juste à côté des stations de tous transports en commun.

Cet appartement dispose de 4 pièces donnant sur l'avenue.
Porte blindée 3 points.
Salle d'eau refait comprenant douche, lave mains, et toilettes.
Sol marbre portugais.
Chauffage collectif.
Vendu avec 1 place de parking au 1er sous-sol, proche de l'entrée/sortie, et parking sécurisé accès par télécommande.

Salle d'eau refait neuf, et mise en peinture et luminaires de l'appartement réalisés en 2021.


Taxe foncière : 951 €

Disponibilité : Immédiatement.

Agence(s) s'abstenir.",| Olympiades| Porte de Choisy| Porte d'Ivry
Vente Appartement,Paris 13e (75013),298.000 €,1 pièce 34 m²,"10 villa d'Est. Tour Atlas Paris 13ème
Peinture refaite à neuf

Studio de 34 m2 loi carrez en très bon état général, au 1ème étage avec grande baie vitrée. Exposition ouest.

Composé : d'une entrée avec grands placards, grand séjour (possibilité de transformation en 2 pièces), grand cuisine, grande salle de bains avec baignoire et lavabo, wc séparés.
Ensemble du studio avec carrelage au sol.
Cuisine et salle de bain avec murs carrelés.
Digicode et interphone.
Cave.
Parking.
Agent de sécurité 24/24h.
Charges mensuelles : 180 € environ
Impôts fonciers : 618 € environ

Proche métro 7 et 14 et tramway.
Université Paris 13 à 300 m. tous commerces au pied de l'immeuble


Agence s'abstenir.

Confirmation de visite par e-mail.",
Vente Appartement,Vanves (92170),235.000 €,2 pièces 1 chambre 32 m² 7.344 € le m²,"34 rue René Coche.

A 50 m de la gare de Vanves reliant la gare Montparnasse en 4 min, dans un immeuble de bon standing au 3eme étage, parties communes entièrement refaites à neuf (changement de boite aux lettres, ponçage et vitrification des escaliers et peinture entière de la cage d'escalier).
Appartement de 32 m2 refait entièrement à neuf, séjour, cuisine neuve indépendante toute équipée (plaques à induction, machine à laver, frigo, hotte, meubles de rangement hauts et bas), une chambre, une salle de bains.

Cave.

Clair, calme.
Fenêtres neuves double vitrage.

Faibles charges.

Stationnement facile.

Agences s'abstenir.",
Vente Maison,Créteil (94000),365.000 €,3 pièces 2 chambres 64 m² Terrain 168 m² 5.703 € le m²,"Maison 64 m2 non mitoyenne à deux pas des bords de Marne.
Agréable et atypique, elle est installée dans un écrin de verdure. Au calme, sans vis à vis, très lumineuse, orientée Est.
Au rez de chaussée : une chambre ou bureau indépendant de 12m2; une pièce à vivre séjour + cuisine 27m2; wc et buanderie 3m2.
A l'étage: grande chambre 17m2 et salle d'eau 4,5m2.
Nombreux rangements.
Une terrasse de 14m2, un jardin de 168m2 et un garage de 12m2 complètent ce bien.
Métro ligne 8 Créteil Préfecture
Bus: 104, 12, 181, 308, K
Piste cyclable directe paris en 30 minutes.",| Créteil - Préfecture (Hôtel de Ville)| Créteil - Pointe du Lac| Créteil - Université
Vente Appartement,Alfortville (94140),235.000 €,2 pièces 1 chambre 40 m²,"Proche toutes commodités, écoles et transports (bus 103 à deux pas de l'immeuble, RER D (Maisons-Alfort-Alfortville), métro ligne 8 (Ecole vétérinaire de Maisons-Alfort), A4 à 5 min en voiture et quais de Seine à 5 minà pied.

Appartement 2 pièces de 40,70 m² situé au 2ème étage / 6 d'un immeuble avec ascenseur dans une résidence calme, sécurisée.

Lumineux, traversant et exposé EST côté salon / Ouest côté cuisine et chambre, il est composé de :
- Une entrée avec placard (5,77 m²)
- Une cuisine carrelée fermée et meublée (7.21 m²)
- Une salle de bains carrelée avec baignoire et branchement pour lave-linge (3.89 m²)
- Un wc carrelée séparé (0.87 m²)
- Une chambre avec ouverture porte-fenêtre (9.44 m²)
- Un séjour avec balcon avec ouverture porte-fenêtre (14.03 m² et 3,49m²)

Une cave en sous-sol complète ce bien.

Le revêtement au sol est constitué d'un parquet couvert de lame en pvc.
Les fenêtres sont de type double vitrage.
Le chauffage est collectif. Travaux chaufferie en 2021, chaudières remplacées

Charges de copropriété : 223 €/mois (comprenant l'eau froide, l'eau chaude et le chauffage).
Taxes Foncières : 1 160 €.",| Ecole Vétérinaire de Maisons-Alfort| Charenton - Écoles (Place Aristide Briand)| Maisons-Alfort-Alfortville
Vente Appartement,Paris 11e (75011),299.000 €,2 pièces 1 chambre 28 m² 10.679 € le m²,"Au rez-de-chaussée, sur jolie petite rue piétonnière avec verdure, très
calme, Grand jardin public très proche, avec terrains de sport. Entre boulevard Voltaire et Avenue Philippe Auguste. Métros Nation (RER et nombreuses lignes de métro) et Rue des
Boulets. Quartier très commerçant. Petit appartement sécurisé de 2/3 pièces, 28,12m2
Carrez, entièrement rénové (peinture, boiseries, isolation, serrure de sûreté …) et équipé.
Une cuisine-salle à manger très claire (2 Velux) et haute sous toiture, avec tous
électroménagers (four, hotte, micro-onde, lave-linge, lave-vaisselle, évier en grès, robinet
haut de gamme avec douchette, plan de travail, meubles hauts et bas, frigo-congélateur,
…), table et chaises (encastrables sous la table pour gagner de la place). Un petit salon
équipé (canapé amovible et TV). Une grande et belle salle de bains (douche avec jets massages,
lavabo, miroir, chauffe-eau, WC, meubles). Une chambre équipée (2ème Télé,
lit à 2 places, armoire, …) avec fenêtre (équipée d’un volet roulant et de barreaux) donnant
sur la petite rue piétonne, silencieuse. Chauffage électrique. Diagnostics OK. Appartement
habitable immédiatement.
Bonne solvabilité souhaitée.
Merci d'envoyer un mail, vous serez rappelé(e) pour visiter.",| Rue des Boulets| Avron| Alexandre Dumas
Vente Appartement,Paris 11e (75011),850.000 €,3 pièces 2 chambres 69 m² 12.319 € le m²,"A deux pas de République et du Canal Saint Martin. Square Jules Ferry en bas de l'immeuble. Proche de tous commerces et commodités.

Situé dans un bel immeuble ancien en très bon état. Au 4ème et dernier étage sans ascenseur.

Grand 3 pièces de 69 m2 (76m² surface habitable), très lumineux & traversant, au calme et en bon état général avec charme de l'ancien, il se compose d'une entrée donnant immédiatement sur la cuisine aménagée ouverte avec sa salle à manger (cheminée), un séjour lumineux avec couloir desservant la chambre, le dressing (possibilité de l'aménager en deuxième chambre) ainsi que la salle de bains avec baignoire et wc ainsi qu'un second wc indépendant.

Moulures, parquet. Chauffage gaz. Double vitrage. Ravalement refait et toiture refaite il y a 5 ans.

Charge copropriété : 508€/trimestre (eau froide comprise dans les charges).
Taxe foncière : 870€",| République| Goncourt (Hôpital-Saint-Louis)| Oberkampf
Vente Appartement,Meaux (77100),220.000 €,4 pièces 3 chambres 84 m² 2.619 € le m²,"Bel appartement avec balcon et vue dégagée

Situé dans une rue calme, proche des commodités (écoles, commerces, boulangerie, transports), à 5 min en voiture du Grand Hôpital de l'Est Francilien.
Au 4ème étage (sur 5 avec ascenseur) d'un immeuble bien entretenu avec accès sécurisé (interphone).

Appartement 4 pièces de 84 m² comprenant :

une entrée indépendante avec placards intégrés desservant un beau séjour orientée Est, une cuisine aménagée et équipée ouvrant sur un agréable balcon de 6m² sans vis-à-vis.
Un couloir avec nombreux rangements dessert trois chambres, une pièce servant de rangements, une salle d'eau, wc séparés.

Chaudière frisquet (eau chaude et chauffage), nombreux rangements.
Stationnement couvert

Charges copropriété : 1.800€/an",| Meaux| Trilport| Esbly
Vente Appartement,Ivry-sur-Seine (94200),449.000 €,3 pièces 2 chambres 69 m² 6.507 € le m²,"Situé à 500m de la capitale,
Très bel appartement F3 (Construction de 2015), situé au 3eme étage , ce bien se compose:
Un séjour/cuisine américaine de 30 m2 donnant sur un balcon de 3 m2, avec double exposition, très lumineux.

La partie cuisine est équipée sur-mesure (électroménager haut de gamme), crédence en quartz et plans de travail en granit

Deux chambres de 10m2 et 14m2 d'une salle de bain entièrement carrelée ( porcelanosa) avec baignoire

Toilettes séparées.

Des solutions de rangements pratiques, un dressing sur mesure dans la première chambre ainsi qu'un placard intégré dans la plus grande chambre

Tout l'appartement ( hormis les pièces d'eau) est revêtu d'un parquet en chêne massif

Un emplacement parking est compris dans ce logement ( en sous sol - accessible directement par l'ascenseur et sécurisé )

Un local à vélos et poussettes est également disponible

En parfait état, aucuns travaux n'est à prévoir

La taxe foncière est de 1700€

Les charges sont de 200€/mois ( incluant le chauffage)

Cet appartement se trouve à proximité des transports en commun ( Metro ligne 7 Le Kremlin-Bicêtre// pierre et marie curie ( 15 mn du centre de paris )
et au pied du tout nouveau t9 paris Porte de Choisy -> Orly )
De nombreux commerces se trouvent tout près ( supermarché,dentiste, opticien,boulangerie pharmacie etc...) ainsi que des écoles et crèches

!!Pas d'agence ou agent immo indépendant.
Merci de m’écrire avec vos coordonnées complètes (Tel port, Email) cela nous permettra de rentrer en contact plus rapidement",| Pierre et Marie Curie| Le Kremlin-Bicêtre| Porte de Choisy
Vente Appartement,Puteaux (92800),325.000 €,2 pièces 1 chambre 42 m² 7.738 € le m²,"Sous offre.

Appartement calme et lumineux de 42m² situé au 6ème et dernier étage d’un immeuble avec 2 ascenseurs et gardien, exposé Nord Est, à proximité de toutes commodités (écoles, lycées, salles de sports, commerces et transports – bus 93 (direction Les Invalides)/144 (direction La Défense) à 3min à pied, gare et tram à 700m). A 15 mn à pied de la Défense.

Il se compose d’une entrée desservant un séjour avec placards intégrés, fenêtres avec vue sur jardin et de loin sur la Défense, une cuisine équipée ouverte sur le séjour ;

Un petit couloir dessert une chambre, une salle de bains (avec baignoire, lavabo) et un wc séparé.

Une cave avec de 3,5m² complète de bien.

Chauffage collectif, double vitrage, travaux de rafraichissement à prévoir.

Charge de copropriété : 2000E/ an
Taxe habitation : 138E/ an",| Puteaux| Belvédère| Esplanade de la Défense
Vente Appartement,Paris 11e (75011),749.000 €,3 pièces 2 chambres 65 m² 11.523 € le m²,"A proximité du Père Lachaise, au 6ème étage d’un bel immeuble période art nouveau de 8 étages avec ascenseur, bel appartement calme et lumineux de 65m² exposé Est et proche de toutes commodités : Écoles, commerces, nombreux restaurants, transports (métro Philippe Auguste à 2min à pied), marché les mercredi et samedi à 5 mn.

Il comprend :
• un couloir d’entrée desservant :
o un séjour avec cheminée décorative d’époque et doté d’un dressing,
o une cuisine indépendante équipée,
• une chambre avec cheminée décorative d’époque et large porte-fenêtre à la vue dégagée, donnant notamment sur un court de tennis,
• un second couloir desservant
o une 2ème chambre avec cheminée décorative d’époque, donnant sur un balcon avec vue sur cour intérieure,
o une salle de bains avec baignoire, lavabo, WC et fenêtre oscillo-battante,

Charme de l’ancien avec cheminées, parquet, moulures et 2,70m sous plafond dans les pièces de vie. Une cave de 5/6 m² environ complète ce bien. Eau chaude sanitaire et chauffage collectifs, doubles vitrages. Présence d’une gardienne.

Charges de copropriété : 330 €/mois
Taxes foncières : 854 €

• Philippe Auguste - Mo ligne 2
• Alexandre Dumas - Mo ligne 2
• Charonne – Mo ligne 9
• Bus 71 et 76 à 2 mn à pied

Appartement non meublé actuellement.",| Philippe Auguste| Alexandre Dumas| Charonne
